,year,day,part,status,output,expected_output,error,code,kpass
0,2015,1,1,no_error,74,74,,"
def get_floor(instructions):
    floor = 0
    for d in instructions:
        if d == '(':
            floor += 1
        elif d == ')':
            floor -= 1
    return floor

input_instructions = open('input.txt', 'r').read().strip()
floor = get_floor(input_instructions)
print(f""The instructions take Santa to floor {floor}."")
",0.0
1,2015,1,2,runtime_error,,1795,"  File ""/tmp/tmp5jodjfvu/tmp.py"", line 1
    with open('input.txt', 'r') as file:
IndentationError: unexpected indent
"," with open('input.txt', 'r') as file:
        data = file.read()

        # Replace this line with your code that processes the input data
        processed_data = do_something\_with\_input(data)

        # Write the processed data to a new file
        with open('output.txt', 'w') as output\_file:
            output\_file.write(processed\_data)",2.0
2,2015,2,1,no_error,"1586300
",1586300,,"
total_paper = 0
with open('input.txt', 'r') as file:
    for line in file:
        dimensions = list(map(int, line.strip().split('x')))
        l, w, h = sorted(dimensions)
        paper_for_box = 2*l*w + 2*w*h + 2*h*l + l*w
        total_paper += paper_for_box

print(total_paper)
",0.0
3,2015,2,2,wrong_output,,3737498,,"with open(""input.txt"", ""r"") as file:
    content = file.read()

# Replace this line with the specific operations you need to perform on the input
# For example, if the task is to reverse the input:

content = content[::-1]

# Or if the task is to convert the input to uppercase:

# content = content.upper()

# Write the output to a new file
with open(""output.txt"", ""w"") as file:
    file.write(content)",2.0
4,2015,3,1,no_error,"2565
",2565,,"CHANTSCRIPT = ""input.txt""

def houses_visited(moves: str) -> int:
    x, y, houses = 0, 0, {(0, 0)}
    for move in moves:
        if move == ""^"":
            y += 1
        elif move == ""v"":
            y -= 1
        elif move == "">"":
            x += 1
        elif move == ""<"":
            x -= 1
        houses.add((x, y))
    return len(houses)

if __name__ == ""__main__"":
    with open(CHANTSCRIPT) as file:
        moves = file.read().strip()
    print(houses_visited(moves))",0.0
5,2015,3,2,wrong_output,,2639,,"with open('input.txt', 'r') as file:
    content = file.read()

# Replace this line with the specific task instructions
# for example: result = function(content)
result = content  # Dummy code, replace with actual task implementation

# Write the result to a new file
with open('output.txt', 'w') as file:
    file.write(str(result))",2.0
6,2015,4,1,syntax_error,,117946,"  File ""/tmp/tmpkrlhfh5u/tmp.py"", line 3
    with open(""input.txt"", ""r"") as input\_file:
                                         ^
SyntaxError: unexpected character after line continuation character
","import hashlib

with open(""input.txt"", ""r"") as input\_file:
secret\_key = input\_file.read().strip()

number = 0
while True:
candidate = hashlib.md5((secret\_key + str(number)).encode())
if candidate.hexdigest().startswith(""00000""):
break
number += 1

print(number)",2.0
7,2015,4,2,part1_failed,,3938038,,,
8,2015,5,1,runtime_error,,236,"Traceback (most recent call last):
  File ""/tmp/tmpppx9sb_9/tmp.py"", line 21, in <module>
    nice_strings = [string.strip() for string in strings if is_nice(string.strip())]
  File ""/tmp/tmpppx9sb_9/tmp.py"", line 21, in <listcomp>
    nice_strings = [string.strip() for string in strings if is_nice(string.strip())]
  File ""/tmp/tmpppx9sb_9/tmp.py"", line 11, in is_nice
    if char == string[string.index(char) + 1]:
IndexError: string index out of range
","
def is_nice(string):
    vowels = set('aeiou')
    vowel_count = 0
    double_letter = False
    bad_strings = set('ab cd pq xy')

    for char in string:
        if char in vowels:
            vowel_count += 1
        if char == string[string.index(char) + 1]:
            double_letter = True
        if char + string[string.index(char) + 1] in bad_strings:
            return False

    return vowel_count >= 3 and double_letter


with open('input.txt', 'r') as f:
    strings = f.readlines()
    nice_strings = [string.strip() for string in strings if is_nice(string.strip())]
    print(len(nice_strings))
",2.0
9,2015,5,2,part1_failed,,51,,,
